用户,1997-01-01,1997-02-01,1997-03-01,1997-04-01,1997-05-01,1997-06-01,1997-07-01,1997-08-01,1997-09-01,1997-10-01,1997-11-01,1997-12-01,1998-01-01,1998-02-01,1998-03-01,1998-04-01,1998-05-01,1998-06-01
5197,引入期,引入期,成长期,流失期,活跃,流失期,0,休眠期,成熟期,成熟期,休眠期,流失期,0,0,0,0,0,0
5198,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5199,引入期,成长期,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5200,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5201,引入期,引入期,0,0,0,0,0,0,0,0,0,0,休眠期,流失期,0,0,0,0
5202,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5203,引入期,引入期,0,0,0,休眠期,流失期,0,0,0,0,0,0,休眠期,流失期,0,0,0
5204,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5205,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5206,引入期,成长期,成熟期,休眠期,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0
5207,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5208,引入期,成长期,流失期,活跃,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0
5209,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5210,0,引入期,成长期,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5211,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5212,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5213,引入期,引入期,0,0,0,休眠期,流失期,0,0,0,休眠期,流失期,0,休眠期,成熟期,成熟期,成熟期,休眠期
5214,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5215,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5216,引入期,引入期,0,0,0,休眠期,流失期,0,0,0,0,0,0,0,0,0,0,0
5217,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5218,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5219,引入期,引入期,0,休眠期,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0
5220,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5221,引入期,成长期,成熟期,成熟期,成熟期,休眠期,成熟期,休眠期,流失期,0,0,0,0,0,0,0,0,0
5222,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5223,引入期,引入期,成长期,成熟期,成熟期,成熟期,成熟期,休眠期,流失期,0,休眠期,成熟期,成熟期,休眠期,成熟期,成熟期,成熟期,成熟期
5224,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5225,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5226,引入期,引入期,0,0,0,休眠期,流失期,活跃,流失期,0,0,休眠期,成熟期,流失期,活跃,成熟期,休眠期,流失期
5227,引入期,引入期,0,0,0,休眠期,流失期,0,0,0,0,0,0,0,0,0,0,0
5228,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5229,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5230,引入期,引入期,成长期,流失期,0,0,休眠期,流失期,活跃,流失期,0,0,休眠期,流失期,0,0,0,0
5231,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5232,引入期,引入期,0,0,0,休眠期,成熟期,成熟期,成熟期,休眠期,流失期,0,0,休眠期,流失期,0,休眠期,成熟期
5233,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5234,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5235,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5236,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5237,引入期,成长期,流失期,0,0,0,0,0,0,0,休眠期,流失期,0,0,0,0,0,休眠期
5238,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5239,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,休眠期,流失期
5240,0,引入期,引入期,0,0,0,0,休眠期,流失期,0,0,0,0,休眠期,流失期,0,0,0
5241,引入期,引入期,0,0,0,休眠期,流失期,0,0,0,0,0,0,0,0,0,0,0
5242,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5243,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5244,引入期,引入期,0,0,0,0,休眠期,流失期,0,0,0,0,休眠期,成熟期,流失期,0,0,0
5245,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5246,引入期,引入期,0,休眠期,流失期,0,0,0,0,休眠期,流失期,0,0,0,休眠期,流失期,0,休眠期
5247,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5248,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5249,引入期,引入期,0,0,0,0,0,0,0,休眠期,成熟期,流失期,0,0,0,0,0,0
5250,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5251,引入期,成长期,流失期,0,0,0,休眠期,成熟期,流失期,0,0,0,0,0,0,0,0,0
5252,引入期,引入期,成长期,流失期,活跃,流失期,0,0,0,0,0,0,0,0,0,0,0,休眠期
5253,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5254,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5255,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,休眠期,流失期,0
5256,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5257,引入期,成长期,成熟期,成熟期,成熟期,成熟期,休眠期,成熟期,成熟期,成熟期,休眠期,流失期,0,0,0,0,0,0
5258,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5259,引入期,引入期,0,0,0,0,0,0,0,休眠期,流失期,0,0,0,0,0,0,0
5260,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5261,引入期,成长期,流失期,0,0,0,0,0,休眠期,流失期,0,0,0,0,0,0,0,0
5262,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5263,引入期,引入期,0,0,0,0,休眠期,流失期,0,0,0,0,0,0,休眠期,流失期,0,0
5264,0,引入期,成长期,成熟期,休眠期,流失期,0,休眠期,流失期,0,0,0,0,0,0,0,0,0
5265,引入期,成长期,成熟期,休眠期,成熟期,休眠期,流失期,0,0,0,0,0,休眠期,流失期,活跃,流失期,0,0
5266,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5267,引入期,引入期,成长期,流失期,0,0,0,0,0,休眠期,成熟期,流失期,0,0,0,休眠期,流失期,活跃
5268,引入期,成长期,流失期,0,休眠期,流失期,0,0,0,0,0,0,0,0,0,0,0,0
5269,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5270,引入期,成长期,流失期,0,0,0,0,休眠期,流失期,0,0,0,0,休眠期,流失期,0,0,0
5271,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5272,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5273,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5274,引入期,引入期,0,0,0,休眠期,流失期,0,0,0,0,0,0,0,休眠期,流失期,0,休眠期
5275,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5276,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5277,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5278,引入期,引入期,成长期,流失期,0,0,0,休眠期,流失期,0,0,0,0,0,0,0,0,0
5279,引入期,成长期,成熟期,休眠期,流失期,0,休眠期,流失期,0,0,0,休眠期,流失期,0,休眠期,流失期,0,0
5280,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5281,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,休眠期,流失期,0,0
5282,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5283,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5284,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,休眠期,流失期,0,0
5285,引入期,成长期,流失期,0,0,休眠期,流失期,活跃,流失期,0,0,休眠期,流失期,0,0,0,0,0
5286,引入期,成长期,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5287,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,休眠期,流失期
5288,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5289,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5290,引入期,引入期,0,0,休眠期,流失期,活跃,流失期,0,休眠期,流失期,0,0,0,0,0,0,0
5291,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5292,引入期,成长期,成熟期,成熟期,成熟期,成熟期,成熟期,成熟期,休眠期,成熟期,成熟期,成熟期,休眠期,成熟期,成熟期,休眠期,成熟期,休眠期
5293,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5294,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5295,引入期,引入期,成长期,流失期,活跃,成熟期,休眠期,流失期,0,0,0,休眠期,流失期,0,0,0,0,0
5296,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5297,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5298,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5299,引入期,引入期,成长期,流失期,0,休眠期,流失期,0,0,休眠期,流失期,0,0,0,休眠期,流失期,0,0
5300,引入期,引入期,0,0,休眠期,流失期,0,0,0,0,0,0,0,0,0,0,0,休眠期
5301,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5302,引入期,引入期,0,0,0,0,0,0,休眠期,流失期,0,休眠期,流失期,0,0,0,0,0
5303,引入期,成长期,成熟期,成熟期,成熟期,成熟期,成熟期,成熟期,成熟期,成熟期,成熟期,成熟期,成熟期,休眠期,成熟期,成熟期,成熟期,成熟期
5304,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5305,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5306,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5307,0,引入期,引入期,0,0,0,休眠期,流失期,活跃,流失期,0,0,休眠期,流失期,0,0,0,0
5308,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5309,引入期,成长期,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5310,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5311,引入期,成长期,成熟期,休眠期,成熟期,休眠期,流失期,0,0,0,0,休眠期,流失期,0,0,0,0,0
5312,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5313,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5314,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5315,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5316,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5317,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5318,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5319,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5320,引入期,引入期,成长期,流失期,0,0,0,0,0,0,休眠期,流失期,0,0,0,0,0,0
5321,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5322,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5323,0,0,引入期,成长期,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0
5324,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5325,引入期,成长期,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5326,引入期,成长期,成熟期,休眠期,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0
5327,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5328,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5329,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5330,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5331,0,0,引入期,引入期,0,0,0,0,0,0,休眠期,流失期,0,0,0,0,0,0
5332,0,引入期,成长期,流失期,0,休眠期,流失期,0,0,0,0,休眠期,流失期,活跃,流失期,0,休眠期,流失期
5333,引入期,引入期,成长期,流失期,0,休眠期,流失期,0,0,0,休眠期,流失期,0,0,0,0,0,0
5334,引入期,引入期,成长期,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5335,引入期,引入期,0,休眠期,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0
5336,引入期,引入期,成长期,成熟期,休眠期,成熟期,成熟期,休眠期,流失期,0,休眠期,流失期,活跃,成熟期,休眠期,流失期,0,休眠期
5337,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5338,引入期,成长期,流失期,0,0,休眠期,流失期,0,0,0,0,0,0,0,0,0,0,0
5339,引入期,引入期,0,0,0,0,0,0,0,休眠期,流失期,0,0,0,休眠期,流失期,0,0
5340,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5341,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5342,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5343,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5344,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5345,引入期,引入期,0,0,休眠期,成熟期,流失期,0,0,休眠期,流失期,活跃,流失期,0,0,0,0,0
5346,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5347,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5348,引入期,成长期,流失期,0,0,0,休眠期,流失期,活跃,流失期,0,0,0,0,0,0,0,0
5349,引入期,引入期,0,0,0,0,休眠期,流失期,0,0,0,0,0,0,休眠期,成熟期,流失期,0
5350,引入期,成长期,成熟期,休眠期,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0
5351,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5352,引入期,引入期,成长期,流失期,0,0,0,休眠期,流失期,活跃,流失期,0,0,0,0,0,0,0
5353,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5354,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5355,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5356,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5357,引入期,引入期,0,0,休眠期,流失期,0,0,0,休眠期,流失期,0,0,0,休眠期,流失期,0,0
5358,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5359,引入期,成长期,成熟期,成熟期,成熟期,成熟期,成熟期,成熟期,休眠期,成熟期,休眠期,流失期,活跃,流失期,0,0,0,0
5360,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,休眠期,流失期,活跃,流失期
5361,引入期,引入期,0,0,休眠期,成熟期,流失期,0,0,休眠期,流失期,0,休眠期,成熟期,成熟期,休眠期,流失期,0
5362,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5363,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5364,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5365,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5366,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5367,引入期,成长期,流失期,0,0,休眠期,流失期,0,0,0,0,0,0,0,0,0,0,0
5368,引入期,成长期,成熟期,成熟期,休眠期,流失期,0,0,0,0,0,0,0,休眠期,流失期,0,0,0
5369,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5370,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5371,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5372,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5373,引入期,成长期,成熟期,休眠期,成熟期,休眠期,成熟期,休眠期,流失期,0,0,0,0,0,0,0,0,0
5374,引入期,引入期,成长期,流失期,0,0,休眠期,流失期,0,0,0,0,0,0,0,0,0,0
5375,引入期,引入期,0,休眠期,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0
5376,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5377,引入期,引入期,0,0,休眠期,流失期,活跃,流失期,0,0,0,0,0,0,0,0,0,休眠期
5378,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5379,引入期,引入期,成长期,流失期,0,0,休眠期,成熟期,成熟期,休眠期,成熟期,休眠期,成熟期,成熟期,成熟期,成熟期,休眠期,流失期
5380,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5381,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5382,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5383,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5384,引入期,成长期,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5385,0,引入期,引入期,0,休眠期,成熟期,流失期,活跃,流失期,0,0,0,0,0,休眠期,流失期,0,0
5386,引入期,引入期,成长期,成熟期,成熟期,成熟期,成熟期,休眠期,成熟期,休眠期,流失期,活跃,流失期,活跃,流失期,活跃,流失期,活跃
5387,引入期,引入期,0,0,休眠期,流失期,0,0,0,休眠期,流失期,0,0,0,0,休眠期,流失期,0
5388,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5389,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5390,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5391,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5392,引入期,引入期,0,0,0,0,0,0,0,0,休眠期,流失期,0,0,0,0,0,0
5393,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5394,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5395,引入期,引入期,0,0,0,0,0,0,0,休眠期,流失期,0,0,0,0,0,0,0
5396,引入期,成长期,流失期,0,0,0,0,0,0,0,0,休眠期,流失期,0,休眠期,流失期,0,0
5397,引入期,引入期,0,0,0,0,0,0,0,休眠期,成熟期,流失期,0,0,0,0,0,0
5398,引入期,引入期,0,0,0,0,0,0,0,0,0,休眠期,流失期,0,休眠期,流失期,0,0
5399,引入期,引入期,0,休眠期,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0
5400,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5401,引入期,成长期,流失期,0,0,0,0,0,0,休眠期,流失期,0,0,0,0,0,0,休眠期
5402,引入期,引入期,0,休眠期,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0
5403,引入期,成长期,流失期,活跃,成熟期,成熟期,休眠期,流失期,0,0,休眠期,流失期,活跃,流失期,活跃,成熟期,成熟期,休眠期
5404,引入期,成长期,成熟期,成熟期,成熟期,成熟期,休眠期,成熟期,成熟期,成熟期,休眠期,流失期,活跃,流失期,活跃,成熟期,休眠期,流失期
5405,引入期,引入期,0,0,0,0,0,休眠期,流失期,0,休眠期,成熟期,流失期,0,0,0,0,0
5406,0,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5407,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5408,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5409,引入期,成长期,流失期,活跃,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0
5410,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5411,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5412,0,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5413,引入期,成长期,流失期,活跃,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0
5414,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5415,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5416,引入期,成长期,流失期,活跃,流失期,0,0,0,0,休眠期,流失期,0,0,0,休眠期,成熟期,流失期,0
5417,引入期,引入期,0,0,0,0,0,休眠期,流失期,0,0,0,0,0,休眠期,流失期,0,0
5418,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5419,引入期,成长期,成熟期,休眠期,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0
5420,引入期,成长期,成熟期,成熟期,成熟期,成熟期,休眠期,成熟期,成熟期,成熟期,成熟期,休眠期,成熟期,休眠期,流失期,0,0,0
5421,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5422,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5423,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5424,0,0,引入期,引入期,0,0,0,0,0,0,0,休眠期,流失期,0,0,0,0,0
5425,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5426,0,引入期,引入期,0,0,0,休眠期,流失期,0,0,休眠期,流失期,0,0,0,0,休眠期,流失期
5427,引入期,引入期,0,0,休眠期,流失期,0,休眠期,成熟期,成熟期,休眠期,流失期,0,0,0,0,0,0
5428,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5429,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5430,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5431,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5432,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5433,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5434,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5435,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,休眠期,流失期,活跃
5436,引入期,成长期,流失期,0,休眠期,流失期,活跃,成熟期,成熟期,休眠期,流失期,活跃,流失期,活跃,流失期,0,0,休眠期
5437,引入期,引入期,成长期,成熟期,成熟期,休眠期,成熟期,休眠期,流失期,0,0,休眠期,成熟期,流失期,活跃,流失期,0,休眠期
5438,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5439,引入期,成长期,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5440,引入期,成长期,流失期,0,0,0,0,0,休眠期,流失期,0,休眠期,流失期,0,0,休眠期,流失期,活跃
5441,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5442,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5443,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5444,引入期,引入期,0,0,0,休眠期,流失期,0,0,0,休眠期,成熟期,流失期,0,休眠期,成熟期,流失期,活跃
5445,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,休眠期
5446,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5447,引入期,成长期,流失期,0,0,0,休眠期,成熟期,流失期,0,0,0,0,0,0,休眠期,流失期,0
5448,引入期,引入期,0,0,0,休眠期,流失期,0,0,0,0,0,0,0,0,0,0,0
5449,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5450,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,休眠期,流失期
5451,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5452,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5453,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5454,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5455,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5456,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5457,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5458,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5459,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5460,引入期,引入期,0,休眠期,流失期,0,0,0,0,0,0,0,0,0,休眠期,流失期,活跃,成熟期
5461,引入期,引入期,成长期,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5462,引入期,引入期,0,休眠期,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0
5463,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5464,引入期,成长期,流失期,0,休眠期,流失期,0,0,0,0,0,0,0,0,0,0,0,0
5465,引入期,成长期,成熟期,休眠期,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0
5466,引入期,引入期,0,0,0,休眠期,成熟期,成熟期,休眠期,流失期,0,0,休眠期,成熟期,成熟期,休眠期,流失期,0
5467,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5468,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5469,引入期,引入期,0,0,0,0,0,0,0,0,0,休眠期,流失期,0,0,休眠期,流失期,0
5470,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5471,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5472,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5473,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5474,引入期,成长期,成熟期,成熟期,休眠期,流失期,0,0,0,休眠期,流失期,0,0,0,0,0,0,0
5475,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5476,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5477,0,0,引入期,成长期,成熟期,休眠期,成熟期,休眠期,成熟期,休眠期,成熟期,成熟期,成熟期,成熟期,成熟期,成熟期,成熟期,休眠期
